id,amount,stripe_status,processing_decision,timestamp,recipient_account,reference,merchant_name,device_id,type,customer_id,confidence,latency,old_balance_org,new_balance_org,is_fraud
pi_45441e6056824dffbc823c,6.87,succeeded,edge,2025-12-09 18:13:59,725352121434,INV-5502,card,edge-10,Transfer,admin.sabah@bankedge.com,0.939,17.98,124917.16,124910.29,0
pi_e2dcb8fe59354b249fa8ef,111.26,succeeded,edge,2025-08-07 10:16:14,942914710334,Ref-d5e83f79,card,edge-11,Transfer,admin.sarawak@bankedge.com,0.966,4.34,28453.67,28342.41,0
pi_95906f5b95c949a7be6fa3,246.55,succeeded,edge,2025-10-24 02:45:43,252259192980,INV-6497,card,edge-1,Transfer,admin.johor@bankedge.com,0.97,4.96,199663.7,199417.15,0
pi_c451eef0e706408ab42a46,267.78,succeeded,cloud,2025-12-08 02:28:58,405668057551,INV-8952,card,,Transfer,admin.kelantan@bankedge.com,0.939,148.85,119674.96,119407.18,0
pi_6878001c065f40968f0377,73.53,succeeded,edge,2025-07-28 16:43:24,491144859011,INV-9230,fpx_publicbank,edge-12,Transfer,admin.selangor@bankedge.com,0.917,22.1,48603.03,48529.5,0
pi_02a2aecf9cd84d33857695,75.79,succeeded,cloud,2025-09-28 09:11:20,638170171954,Ref-d6b362cb,fpx_rhb,,Transfer,admin.sabah@bankedge.com,0.914,34.23,99674.07,99598.28,0
pi_d62f232b9f35471f8344f0,11.61,succeeded,edge,2025-08-10 17:23:56,914029282746,Ref-b619eaad,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.969,13.67,22239.52,22227.91,0
pi_9a5bfe827fe84afebf9cc3,135.32,succeeded,edge,2025-08-06 23:58:06,822760831319,Ref-5ee84b47,fpx_cimb,edge-9,Transfer,admin.perlis@bankedge.com,0.922,19.96,157508.75,157373.43,0
pi_d3127b59d8664c4ea285f2,208.62,succeeded,edge,2025-08-30 08:09:03,973946369004,INV-9941,card,edge-4,Transfer,admin.malacca@bankedge.com,0.937,21.86,72528.53,72319.91,0
pi_1612965b3cf8406c9b677d,35.67,succeeded,edge,2025-12-06 20:36:00,485217636180,Ref-2c7c47cd,card,edge-15,Transfer,admin.labuan@bankedge.com,0.933,24.66,59018.18,58982.51,0
pi_9f5f2cb6ca244452bc5b54,67.64,succeeded,edge,2025-10-28 09:16:13,508226885899,Ref-f0e26a23,card,edge-7,Transfer,admin.penang@bankedge.com,0.934,20.11,27165.55,27097.91,0
pi_97f909ff262648dd918675,221.04,succeeded,cloud,2025-08-14 11:12:29,787139587146,Ref-94b64281,grabpay,,Transfer,admin.putrajaya@bankedge.com,0.999,87.71,179211.22,178990.18,0
pi_9a656da5517846cd823db0,253.59,succeeded,edge,2025-11-24 06:09:41,184547035260,Ref-125da840,fpx_publicbank,edge-12,Transfer,admin.selangor@bankedge.com,0.95,12.71,59492.49,59238.9,0
pi_3668a4e514e9483e91ab36,35.44,succeeded,cloud,2025-08-14 14:15:43,269612931761,INV-8104,card,,Transfer,superadmin@bankedge.com,0.978,99.47,25470.41,25434.97,0
pi_2070882f5ffa4c48836dec,97.97,succeeded,edge,2025-06-28 07:40:38,151019621862,INV-7683,fpx_ambank,edge-9,Transfer,admin.perlis@bankedge.com,0.959,3.52,122154.76,122056.79,0
pi_29871f0389a5444aada137,27.66,succeeded,edge,2025-09-03 20:33:08,629717018764,INV-3088,fpx_ambank,edge-1,Transfer,admin.johor@bankedge.com,0.946,25.28,43769.58,43741.92,0
pi_8feb9c765a52440bbf4607,14.89,failed,cloud,2025-10-02 22:04:29,315232024592,INV-1084,fpx_publicbank,,Transfer,admin.perak@bankedge.com,0.068,193.25,199787.49,199772.6,0
pi_fc39291bfde24b47987039,292.46,succeeded,edge,2025-08-22 02:49:10,971164269213,Ref-d89dec2c,grabpay,edge-10,Transfer,admin.sabah@bankedge.com,0.983,11.82,162242.5,161950.04,0
pi_63ce0e6b5f9f4730bde32d,208.11,succeeded,edge,2025-07-30 00:26:22,149824324952,,grabpay,edge-6,Transfer,admin.pahang@bankedge.com,0.908,3.52,169732.72,169524.61,0
pi_e23c4ff4ac584624b07427,173.27,succeeded,edge,2025-08-18 13:30:37,229364187325,INV-4544,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.975,18.48,18041.61,17868.34,0
pi_938213391508489ab5de11,8.0,succeeded,edge,2025-09-20 02:42:52,923815950607,INV-9752,fpx_publicbank,edge-10,Transfer,admin.sabah@bankedge.com,0.995,13.19,29718.47,29710.47,0
pi_c838515ae7c940d2a8cce0,224.74,succeeded,edge,2025-07-23 15:18:02,407500310055,Ref-0934c863,fpx_rhb,edge-10,Transfer,admin.sabah@bankedge.com,0.976,2.09,182646.79,182422.05,0
pi_fcc8ee5d16994cd1999330,71.16,succeeded,edge,2025-11-15 17:23:33,962949676318,INV-5405,card,edge-6,Transfer,admin.pahang@bankedge.com,0.932,22.45,18193.23,18122.07,0
pi_f927f13d72ab491a8c6977,52.3,succeeded,edge,2025-07-26 11:15:02,982812265655,Ref-02ed9100,card,edge-4,Transfer,admin.malacca@bankedge.com,0.914,8.85,155717.71,155665.41,0
pi_5f80c6039ae64fea89ea6c,96.88,succeeded,edge,2025-08-03 05:53:35,303091844969,INV-6224,card,edge-11,Transfer,admin.sarawak@bankedge.com,0.931,8.74,13068.12,12971.24,0
pi_987053dd3ae64018a210bd,13.5,succeeded,edge,2025-09-19 07:29:08,825036123866,Ref-b6efa7ca,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.957,21.04,53425.79,53412.29,0
pi_0440cb5076604c87a6e7dc,171.59,succeeded,edge,2025-11-07 10:55:27,252917961546,Ref-94e88a8d,fpx_cimb,edge-9,Transfer,admin.perlis@bankedge.com,0.965,23.04,196589.75,196418.16,0
pi_be2375dbceaf4aff9b983b,106.8,succeeded,edge,2025-10-31 06:07:02,497303063486,,grabpay,edge-10,Transfer,admin.sabah@bankedge.com,0.932,21.06,119017.02,118910.22,0
pi_f7ce4892782d498e91dbb4,26.78,succeeded,edge,2025-12-02 22:38:05,922042075953,INV-4281,card,edge-4,Transfer,admin.malacca@bankedge.com,0.939,2.5,18430.61,18403.83,0
pi_f8f2ef695cb64feabcc07b,27.02,succeeded,edge,2025-07-01 22:02:33,774059598337,,card,edge-14,Transfer,admin.kl@bankedge.com,0.983,19.84,175081.61,175054.59,0
pi_aa40bbd69d194a908bd205,26.44,succeeded,edge,2025-10-04 12:04:08,697491543751,INV-6854,fpx_publicbank,edge-15,Transfer,admin.labuan@bankedge.com,0.944,16.09,16557.05,16530.61,0
pi_4ce699ef28fc45739ac32d,9.04,succeeded,edge,2025-10-20 23:49:10,896527492334,INV-1106,card,edge-1,Transfer,admin.johor@bankedge.com,0.925,13.27,50848.79,50839.75,0
pi_fd2837cfe0c440219dfba0,108.35,succeeded,edge,2025-09-16 23:18:44,87075525072,,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.996,21.19,169745.57,169637.22,0
pi_9aafd7519fd44240b0f8d0,222.17,succeeded,cloud,2025-11-03 02:40:13,500680889686,Ref-e0716545,fpx_cimb,,Transfer,admin.malacca@bankedge.com,0.903,104.39,181400.01,181177.84,0
pi_ace79bd9ccbf464db396f7,4.12,succeeded,edge,2025-10-17 19:19:45,423650054812,INV-7525,grabpay,edge-8,Transfer,admin.perak@bankedge.com,0.988,4.02,50383.07,50378.95,0
pi_70cb6cfe6e9b4424b2d2da,8.03,succeeded,edge,2025-07-19 22:38:54,116093219462,INV-4323,card,edge-11,Transfer,admin.sarawak@bankedge.com,0.93,17.65,34102.61,34094.58,0
pi_509907c1582043d8a7a21b,104.05,succeeded,cloud,2025-07-20 22:16:29,209581117961,INV-1045,card,,Transfer,admin.malacca@bankedge.com,0.919,176.16,171118.55,171014.5,0
pi_50dd79d103c14db7b0652b,207.44,succeeded,edge,2025-09-18 04:55:32,488381131048,INV-2860,fpx_maybank,edge-16,Transfer,admin.putrajaya@bankedge.com,0.966,15.19,123899.25,123691.81,0
pi_0883eaddafa94638be7332,49.47,succeeded,edge,2025-06-18 04:54:59,672968358458,,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.932,28.81,68764.02,68714.55,0
pi_1b0c7962b749456e80ff34,53.62,succeeded,edge,2025-08-02 09:19:57,618733259070,INV-9129,card,edge-7,Transfer,admin.penang@bankedge.com,0.935,4.1,163322.5,163268.88,0
pi_9f293ac840f94c83aec315,110.86,succeeded,edge,2025-07-27 05:52:08,305400086207,Ref-cffd5493,card,edge-4,Transfer,admin.malacca@bankedge.com,0.999,22.75,99690.09,99579.23,0
pi_b3dfdda2e13a4a31bcd48c,40.46,succeeded,edge,2025-09-07 20:04:28,993980711356,INV-8736,card,edge-2,Transfer,admin.kedah@bankedge.com,0.95,26.96,38314.06,38273.6,0
pi_88e436b4c6f547d28d0e74,5.24,succeeded,edge,2025-11-04 00:05:17,239890352969,INV-9552,grabpay,edge-4,Transfer,admin.malacca@bankedge.com,0.966,16.47,98293.3,98288.06,0
pi_357e98e98ff448f380e968,161.47,succeeded,edge,2025-10-02 23:46:58,89657776299,INV-5241,fpx_publicbank,edge-15,Transfer,admin.labuan@bankedge.com,0.971,12.59,81032.21,80870.74,0
pi_b021be64962e4257b853ea,119.91,succeeded,edge,2025-11-15 13:34:30,283448908633,Ref-dab419a4,fpx_cimb,edge-7,Transfer,admin.penang@bankedge.com,0.951,22.15,128724.59,128604.68,0
pi_307946de71a1473ab70f80,106.32,succeeded,edge,2025-11-18 06:03:41,504443098590,,card,edge-4,Transfer,admin.malacca@bankedge.com,0.932,20.7,66483.76,66377.44,0
pi_f226415f65a84c789f03c1,164.43,succeeded,edge,2025-09-05 21:19:28,9843070257,INV-7464,fpx_cimb,edge-9,Transfer,admin.perlis@bankedge.com,0.987,9.4,186651.3,186486.87,0
pi_0ba109e90dd9498ab09f8b,136.96,succeeded,cloud,2025-08-01 15:16:52,240780365293,,card,,Transfer,admin.putrajaya@bankedge.com,0.927,29.85,101907.89,101770.93,0
pi_32cdbfe9e0e04c8ba07bdc,29.66,succeeded,edge,2025-09-05 02:31:07,159166056558,Ref-27dc8cc9,card,edge-8,Transfer,admin.perak@bankedge.com,0.989,25.54,168140.45,168110.79,0
pi_34005166ed494d09b415f8,54.15,succeeded,edge,2025-10-27 10:00:14,363839779672,INV-7651,card,edge-12,Transfer,admin.selangor@bankedge.com,0.98,7.73,90772.25,90718.1,0
pi_b216ff4c4d094683b7ffe7,18.18,succeeded,edge,2025-11-09 10:16:01,798205111908,INV-3717,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.939,16.27,162596.48,162578.3,0
pi_9d7a152ba67045b8bf22b0,18.69,succeeded,cloud,2025-12-04 23:53:23,232855302016,INV-4180,card,,Transfer,admin.penang@bankedge.com,0.907,26.05,67523.56,67504.87,0
pi_878047e658bf492eafd554,137.31,succeeded,edge,2025-10-09 20:26:21,166446919265,Ref-dd771f10,card,edge-9,Transfer,admin.perlis@bankedge.com,0.94,20.91,116135.02,115997.71,0
pi_d7480adf190644d4ad8e47,236.74,succeeded,cloud,2025-11-15 06:34:59,736487280906,Ref-b7a2d452,card,,Transfer,admin.penang@bankedge.com,1.0,111.5,19901.43,19664.69,0
pi_a096783d96474516a336de,396.76,succeeded,edge,2025-11-12 21:16:07,937731273986,Ref-f2a4d707,card,edge-16,Transfer,admin.putrajaya@bankedge.com,0.915,16.5,199967.13,199570.37,0
pi_ae288c4025444a2d89da29,120.78,succeeded,edge,2025-09-22 13:09:05,326859590162,INV-2831,card,edge-16,Transfer,admin.putrajaya@bankedge.com,0.906,15.65,3593.8,3473.02,0
pi_3bebdaa5040d4721a00cda,26.42,succeeded,cloud,2025-09-09 17:32:56,112936136650,INV-7677,card,,Transfer,admin.kl@bankedge.com,0.969,77.01,147402.67,147376.25,0
pi_1d464b92e58d4fb184ce38,15.4,succeeded,edge,2025-10-31 20:01:58,464845356341,,card,edge-6,Transfer,admin.pahang@bankedge.com,0.985,20.45,2353.4,2338.0,0
pi_582ee2d1dac64750bd8869,203.1,succeeded,edge,2025-11-27 09:48:11,76494082066,INV-5616,grabpay,edge-7,Transfer,admin.penang@bankedge.com,0.957,12.15,81567.98,81364.88,0
pi_a43afb94ec8746d4bd2962,105.75,succeeded,edge,2025-08-28 22:01:13,826550275389,,card,edge-7,Transfer,admin.penang@bankedge.com,0.907,20.37,88669.77,88564.02,0
pi_3a19fc0773a24a1aa72130,117.57,succeeded,edge,2025-06-28 17:32:34,289323780915,INV-1453,grabpay,edge-1,Transfer,admin.johor@bankedge.com,0.966,7.4,137702.16,137584.59,0
pi_7b2eb2b3925844fdafeeec,184.5,succeeded,edge,2025-07-07 02:46:09,31696552225,INV-2033,fpx_ambank,edge-6,Transfer,admin.pahang@bankedge.com,0.998,7.28,128332.72,128148.22,0
pi_d7e7f2122d5c4a548635c9,147.79,succeeded,edge,2025-08-28 01:25:10,53283255337,INV-7039,card,edge-9,Transfer,admin.perlis@bankedge.com,0.928,14.56,186471.92,186324.13,0
pi_79b36ed8de644fd2b3a230,217.82,succeeded,edge,2025-09-22 09:19:34,449843954966,INV-1317,grabpay,edge-4,Transfer,admin.malacca@bankedge.com,0.946,16.66,57049.91,56832.09,0
pi_8bdfc97f48844e5eb9c99d,8.94,succeeded,edge,2025-08-07 05:09:45,392910812519,INV-3998,card,edge-8,Transfer,admin.perak@bankedge.com,0.963,2.85,119487.54,119478.6,0
pi_4e58425e758b4d5fbe4af8,167.17,failed,cloud,2025-10-20 10:48:34,120773596206,INV-8587,card,,Transfer,admin.negerisembilan@bankedge.com,0.021,144.53,198370.14,198202.97,0
pi_de64d01220834a9e9610dd,230.34,succeeded,edge,2025-09-17 17:36:22,724812613907,Ref-fcaee69f,fpx_cimb,edge-8,Transfer,admin.perak@bankedge.com,0.968,13.14,78902.63,78672.29,0
pi_5e42b82bc8d34168a6ec3e,42.45,succeeded,flagged,2025-09-22 15:32:53,353626485224,Ref-ce59b273,fpx_maybank,edge-7,Transfer,admin.penang@bankedge.com,0.938,2.36,155618.73,155576.28,0
pi_596846bd6ff74529b00c05,124.75,succeeded,edge,2025-06-15 10:26:14,733757055930,Ref-eb4531a1,grabpay,edge-13,Transfer,admin.terengganu@bankedge.com,0.983,21.13,72666.77,72542.02,0
pi_4132be6436684439928d53,47.25,succeeded,cloud,2025-07-29 02:46:33,287079479580,Ref-f41b19d6,grabpay,,Transfer,admin.kl@bankedge.com,0.913,119.69,164680.6,164633.35,0
pi_a9f7fe5e58b34116b4b523,382.33,succeeded,edge,2025-07-05 07:26:36,43924525038,INV-4663,card,edge-9,Transfer,admin.perlis@bankedge.com,0.958,6.04,99801.91,99419.58,0
pi_56f1502fc8e44e04b6ec98,6.08,succeeded,edge,2025-09-21 13:38:03,89651204150,INV-2083,fpx_rhb,edge-2,Transfer,admin.kedah@bankedge.com,0.984,22.1,174031.94,174025.86,0
pi_ba109116e49c41f6ada40d,106.04,succeeded,edge,2025-07-06 01:37:26,289469950913,INV-8380,grabpay,edge-7,Transfer,admin.penang@bankedge.com,0.933,12.07,183381.4,183275.36,0
pi_d1c6de5b816a46399a73bb,23.86,succeeded,cloud,2025-06-22 10:48:58,72596634621,INV-6616,card,,Transfer,admin.labuan@bankedge.com,0.951,128.56,59474.55,59450.69,0
pi_a02abe4dcd904b74886bbe,151.47,failed,edge,2025-11-24 06:26:39,978424409913,INV-7147,fpx_ambank,edge-14,Transfer,admin.kl@bankedge.com,0.056,12.97,165571.02,165419.55,0
pi_a314881ebd844f7db8b806,25.21,failed,cloud,2025-08-24 12:50:47,405394996447,INV-9648,card,,Transfer,admin.johor@bankedge.com,0.487,193.52,138089.04,138063.83,0
pi_7b6e1c389e9846efb19ee8,34.21,succeeded,edge,2025-11-07 02:57:17,851293799507,INV-1018,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.991,9.45,47541.45,47507.24,0
pi_21fd3b09daac480088ea14,83.83,succeeded,edge,2025-07-19 11:45:39,675107600325,Ref-77ea357c,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.988,5.31,186127.77,186043.94,0
pi_f62e71ca0be44799b9453e,297.58,succeeded,cloud,2025-10-31 21:39:20,989066141754,,fpx_rhb,,Transfer,admin.pahang@bankedge.com,0.915,194.64,39559.62,39262.04,0
pi_f8b172ee6229431b96f321,30.55,succeeded,edge,2025-12-06 06:16:05,335831609961,Ref-d1158965,grabpay,edge-6,Transfer,admin.pahang@bankedge.com,0.904,4.78,167949.32,167918.77,0
pi_5af704e8a8a04503aa65b4,20.69,succeeded,cloud,2025-09-11 10:40:18,650268479772,INV-3865,fpx_ambank,,Transfer,superadmin@bankedge.com,0.916,89.69,90921.04,90900.35,0
pi_05924c13ca7a48dd9524d7,172.74,succeeded,edge,2025-07-14 16:35:11,700380316371,Ref-29e3abb3,fpx_ambank,edge-1,Transfer,admin.johor@bankedge.com,0.99,29.13,9848.45,9675.71,0
pi_041289e225184e52b3cfa9,85.33,succeeded,edge,2025-10-15 05:40:45,633278709013,INV-9024,fpx_ambank,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.968,26.09,98468.1,98382.77,0
pi_2124abf62b504b67947e16,293.36,succeeded,edge,2025-11-01 23:10:44,593316938139,INV-5792,card,edge-2,Transfer,admin.kedah@bankedge.com,0.954,2.05,150804.46,150511.1,0
pi_3b70386a41ce4c8689b06b,21.03,succeeded,cloud,2025-09-14 05:36:30,588414293609,,card,,Transfer,admin.sarawak@bankedge.com,0.923,56.41,29567.07,29546.04,0
pi_e9b849e1e999449880d971,126.59,succeeded,cloud,2025-10-26 03:49:57,298765168893,INV-3222,card,,Transfer,admin.sarawak@bankedge.com,0.93,56.39,90522.24,90395.65,0
pi_152457479bea4abdadae5f,33.81,succeeded,edge,2025-07-18 06:22:39,654125403358,Ref-9f003d5f,fpx_maybank,edge-14,Transfer,admin.kl@bankedge.com,0.922,23.24,188235.98,188202.17,0
pi_71be41440d4c43d099e53c,22.46,succeeded,edge,2025-11-01 06:59:51,387801987109,INV-9057,fpx_publicbank,edge-10,Transfer,admin.sabah@bankedge.com,0.925,9.13,155624.16,155601.7,0
pi_d1cab538326d43eb8dce61,140.03,succeeded,edge,2025-10-15 02:00:19,771840571944,INV-6541,fpx_ambank,edge-1,Transfer,admin.johor@bankedge.com,0.972,19.34,50104.37,49964.34,0
pi_ec51bb236eba4ba4a2965d,110.08,succeeded,flagged,2025-11-20 13:11:15,615122752607,Ref-11f0392d,card,edge-6,Transfer,admin.pahang@bankedge.com,0.916,13.59,141930.2,141820.12,0
pi_66354341c5564796ac1381,170.7,succeeded,edge,2025-11-29 22:06:40,939533836281,INV-1960,fpx_maybank,edge-11,Transfer,admin.sarawak@bankedge.com,0.948,23.35,126754.0,126583.3,0
pi_27cd0da5b01f41ea80e823,46.43,succeeded,edge,2025-11-02 03:43:54,189489603837,INV-1060,card,edge-1,Transfer,admin.johor@bankedge.com,0.956,28.56,10584.55,10538.12,0
pi_680f8fa07680433e8abcf9,73.3,succeeded,cloud,2025-10-16 00:53:42,926911321493,INV-7012,card,,Transfer,superadmin@bankedge.com,0.911,61.61,23351.84,23278.54,0
pi_84befea9b46c4143bdb91b,64.4,failed,edge,2025-08-19 14:53:27,560299529136,INV-8835,fpx_rhb,edge-6,Transfer,admin.pahang@bankedge.com,0.297,27.01,184521.31,184456.91,0
pi_fe534a54c4114bd1994a10,498.89,succeeded,cloud,2025-11-28 07:18:48,155385919131,Ref-e5a5182e,grabpay,,Transfer,admin.pahang@bankedge.com,0.971,75.11,172044.62,171545.73,0
pi_63e610764dca48dd900787,43.48,succeeded,edge,2025-11-05 05:57:29,445064672562,INV-8951,fpx_rhb,edge-11,Transfer,admin.sarawak@bankedge.com,0.941,25.48,36723.12,36679.64,0
pi_810c5d287e314d34a23d81,43.92,succeeded,edge,2025-09-17 05:08:56,112607248436,Ref-c1f4145a,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.961,22.63,3402.43,3358.51,0
pi_4ff0235281cf4257bb6967,54.54,succeeded,edge,2025-07-26 12:05:55,239868900066,,grabpay,edge-1,Transfer,admin.johor@bankedge.com,0.904,1.32,143964.77,143910.23,0
pi_1c3ec55c0d4f46e9992a7d,101.78,succeeded,edge,2025-10-22 20:38:10,137958329341,Ref-5bc4a360,card,edge-6,Transfer,admin.pahang@bankedge.com,0.95,4.51,15422.53,15320.75,0
pi_3467fd2a7d724ec7a0b95f,36.89,failed,cloud,2025-10-28 01:01:42,966230916204,INV-6338,grabpay,,Transfer,superadmin@bankedge.com,0.042,148.1,56230.46,56193.57,0
pi_b250022505d44cf980825b,298.22,succeeded,edge,2025-07-16 12:35:07,334075264911,,fpx_ambank,edge-4,Transfer,admin.malacca@bankedge.com,0.933,17.01,99149.17,98850.95,0
pi_7f9fee892c4a4a688c92e1,39.06,succeeded,edge,2025-08-02 06:02:55,132698750950,INV-8588,card,edge-6,Transfer,admin.pahang@bankedge.com,0.92,8.55,79085.74,79046.68,0
pi_d752b64d89f34953a05494,273.39,succeeded,edge,2025-10-25 13:34:25,801302893138,INV-7321,fpx_ambank,edge-11,Transfer,admin.sarawak@bankedge.com,0.936,22.03,61460.28,61186.89,0
pi_96bb6ec2fc2249edba103f,15.11,succeeded,flagged,2025-06-30 16:07:40,961971029767,Ref-6be50a7e,card,edge-6,Transfer,admin.pahang@bankedge.com,0.976,23.5,150354.45,150339.34,0
pi_86b83749d3f647c7b78347,130.25,succeeded,edge,2025-07-30 14:00:52,644549664884,Ref-803bf842,fpx_ambank,edge-10,Transfer,admin.sabah@bankedge.com,0.997,29.11,128093.57,127963.32,0
pi_3497dbcb4ed844cfbf5508,287.0,succeeded,cloud,2025-07-04 05:50:36,991440028316,Ref-fb39fc50,card,,Transfer,admin.putrajaya@bankedge.com,0.92,130.32,142984.53,142697.53,0
pi_132a86269b904ce78341d1,24.18,succeeded,cloud,2025-06-23 21:42:31,799859020278,INV-1480,card,,Transfer,superadmin@bankedge.com,0.957,36.52,79984.52,79960.34,0
pi_dc9e76bc702e424492278c,416.27,succeeded,edge,2025-07-23 00:42:16,930242265578,INV-5958,card,edge-11,Transfer,admin.sarawak@bankedge.com,0.98,22.12,13419.54,13003.27,0
pi_2f712318a20d48cbbd0e02,74.37,succeeded,edge,2025-06-17 21:29:14,696447583405,INV-2287,grabpay,edge-11,Transfer,admin.sarawak@bankedge.com,0.977,18.59,189361.99,189287.62,0
pi_ec8c1fc453934571b4e773,351.62,succeeded,edge,2025-12-09 20:49:31,724762997553,INV-7434,card,edge-8,Transfer,admin.perak@bankedge.com,0.918,9.75,130226.43,129874.81,0
pi_324ca03ff82d4c498d23a6,137.55,succeeded,cloud,2025-10-02 14:58:25,329498811465,Ref-df74d742,card,,Transfer,admin.perlis@bankedge.com,0.91,109.99,85033.4,84895.85,0
pi_571d14d04b704d539641e6,45.07,succeeded,edge,2025-06-26 06:30:44,359033599689,INV-1802,fpx_rhb,edge-4,Transfer,admin.malacca@bankedge.com,0.974,10.57,157187.51,157142.44,0
pi_35c8888de10146058cbecd,27.04,succeeded,edge,2025-08-10 18:20:21,514408287275,,fpx_maybank,edge-7,Transfer,admin.penang@bankedge.com,0.935,2.76,95947.02,95919.98,0
pi_9b9ae11130d34967ac3c89,45.44,succeeded,edge,2025-07-04 10:29:53,48575599493,INV-7861,card,edge-4,Transfer,admin.malacca@bankedge.com,0.931,29.54,27167.78,27122.34,0
pi_bd30715879fb463f9b800e,13.72,succeeded,edge,2025-09-18 05:24:49,642459124488,INV-6515,card,edge-1,Transfer,admin.johor@bankedge.com,0.97,16.19,94715.12,94701.4,0
pi_41855bc9e46640d8a7b83a,20.64,failed,cloud,2025-08-03 04:41:25,296853233921,INV-6138,fpx_rhb,,Transfer,admin.sarawak@bankedge.com,0.359,25.97,113856.61,113835.97,0
pi_1725a0dd973a49ceb7a4a8,15.27,succeeded,edge,2025-09-27 10:28:01,852601018630,INV-2081,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.92,26.61,125363.8,125348.53,0
pi_39fc88109f504430946e87,67.98,succeeded,flagged,2025-12-09 19:42:33,576711135787,Ref-705d4cc5,card,edge-1,Transfer,admin.johor@bankedge.com,0.931,19.83,70502.06,70434.08,0
pi_efcffe04ea39471ab5e67e,192.51,succeeded,cloud,2025-11-02 00:15:04,75003363610,INV-7650,grabpay,,Transfer,superadmin@bankedge.com,0.975,111.84,137326.04,137133.53,0
pi_9d95550079a8435f86c090,20.29,succeeded,edge,2025-11-30 12:35:09,657581145046,Ref-4efadae8,card,edge-14,Transfer,admin.kl@bankedge.com,0.927,23.49,13648.56,13628.27,0
pi_5a3d9529da0f4bcb88e271,18.76,succeeded,edge,2025-08-03 19:59:42,5357145389,Ref-5c75ef2f,fpx_maybank,edge-16,Transfer,admin.putrajaya@bankedge.com,0.913,22.28,153218.08,153199.32,0
pi_164b504aac7f441ba92e58,125.75,succeeded,edge,2025-11-18 02:57:10,613884349762,INV-3332,card,edge-4,Transfer,admin.malacca@bankedge.com,0.961,15.7,140198.27,140072.52,0
pi_b1c2c9c9802741d0a58fff,28.36,succeeded,cloud,2025-10-09 12:20:27,435639827012,INV-3328,card,,Transfer,admin.johor@bankedge.com,0.968,179.51,135114.86,135086.5,0
pi_207eb0c62b7d4d3aa3c934,14.33,succeeded,edge,2025-07-02 18:44:50,661975299080,Ref-b24ad018,card,edge-6,Transfer,admin.pahang@bankedge.com,0.945,22.15,33242.57,33228.24,0
pi_3b8cb218611144d08cce87,23.9,succeeded,edge,2025-12-05 02:21:08,306395971500,INV-4521,card,edge-7,Transfer,admin.penang@bankedge.com,0.972,16.67,128277.9,128254.0,0
pi_673a5d91d9f54353a126ec,310.82,succeeded,edge,2025-09-20 20:19:36,532175575674,INV-6428,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.973,18.64,145015.96,144705.14,0
pi_1cdae65ad9c44a77bb63c0,208.76,succeeded,edge,2025-09-09 06:57:04,903953925847,INV-5114,fpx_rhb,edge-3,Transfer,admin.kelantan@bankedge.com,0.913,8.93,39002.62,38793.86,0
pi_1e6ca0230a8545e091444a,54.45,succeeded,flagged,2025-07-16 11:54:23,111792322246,INV-2816,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.908,18.5,164070.14,164015.69,0
pi_357a0b5db94f429fb38ed6,129.99,succeeded,edge,2025-06-20 04:06:54,657973669441,INV-3839,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.915,24.19,184046.14,183916.15,0
pi_bc9d879e8bed449ba9b0e1,94.47,succeeded,edge,2025-10-02 01:25:36,660999548380,INV-6922,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.937,14.57,167878.93,167784.46,0
pi_300c108a947144428daa5e,137.66,succeeded,cloud,2025-08-16 23:22:37,62054392518,Ref-b0f5358e,fpx_publicbank,,Transfer,superadmin@bankedge.com,0.901,65.4,171359.85,171222.19,0
pi_2dd778c228d940eda42411,139.74,succeeded,edge,2025-07-25 11:00:01,512724063037,INV-9459,card,edge-6,Transfer,admin.pahang@bankedge.com,0.947,12.76,190639.19,190499.45,0
pi_dda375cb56c1418cae2bcf,120.9,succeeded,edge,2025-10-12 18:13:57,464105138055,INV-5985,fpx_maybank,edge-6,Transfer,admin.pahang@bankedge.com,0.957,26.46,18126.23,18005.33,0
pi_88dde50b2f064cebb633c8,39.13,succeeded,edge,2025-10-28 23:52:35,615803116242,INV-4398,card,edge-1,Transfer,admin.johor@bankedge.com,0.974,26.79,176274.15,176235.02,0
pi_5a75d8be811242c2823058,6.77,failed,edge,2025-10-21 05:22:41,899973209657,INV-9116,fpx_ambank,edge-1,Transfer,admin.johor@bankedge.com,0.386,29.76,15292.19,15285.42,0
